Nombre,Edad,Altura,Peso,Nacionalidad,General,Potencia,Club,Valor_euro,Pie_habil,Ritmo,Disparo,Total_pases,Regate,Defensa,Fisico,Finalización,Precision_cabeza,Volea,Control_balon,Aceleracion,Sprint,Agilidad,Reaccion,Balance,Potencia_disparo,Salto,Resistencia,Fuerza,Tiros_largos,Agrecion,Intercepciones,Posicionamiento,Vision,Penaltis
15732,J. Meli,21,175,72,Argentina,59,66,Godoy Cruz,450000,Left,73,45,57,57,49,58,40,48,39,52,77,70,65,61,74,55,60,66,54,47,57,45,49,44,44
15733,Diego Fumaça,28,176,70,Brazil,59,60,Helsingborgs IF,220000,Right,68,32,53,60,56,62,25,50,24,61,67,68,72,56,76,52,72,65,61,28,57,56,36,40,25
15734,B. Kristensen,20,177,70,Norway,59,71,Aalesunds FK,550000,Left,78,58,44,64,25,63,60,56,55,62,80,76,76,50,82,58,73,62,62,56,64,25,56,42,52
15735,M. Bassouamina,24,173,68,France,59,65,Pau FC,350000,Right,75,59,47,61,20,56,58,54,45,57,76,74,66,56,71,65,57,52,67,57,35,19,61,49,61
15736,C. Atemona,20,184,72,Germany,59,73,Hertha BSC,500000,Right,70,34,43,52,57,65,28,55,24,49,72,69,66,52,63,50,77,55,69,33,66,57,33,42,31
15737,R. Hall-Johnson,27,173,67,England,59,59,Wrexham AFC,220000,Right,77,45,50,57,54,64,46,58,39,53,75,78,71,53,82,49,60,67,65,40,57,54,53,50,47
15738,S. Al Abbas,28,174,65,Saudi Arabia,59,59,Al Khaleej,230000,Right,76,59,39,60,17,59,64,55,49,60,77,75,70,54,69,57,81,65,63,51,34,10,56,42,60
15739,A. Hajdari,19,189,80,Switzerland,59,77,FC Lugano,550000,Left,59,27,39,39,59,67,23,59,28,45,64,55,51,50,50,38,75,61,73,24,55,56,28,27,36
15740,A. Zambrano,20,168,70,Ecuador,59,66,Mushuc Runa,450000,Right,67,53,59,60,56,58,49,44,58,61,66,67,65,56,67,55,55,60,58,58,55,55,56,63,55
15741,P. Lienhard,30,169,65,Germany,59,59,SC Freiburg II,220000,Right,70,50,57,61,51,54,45,39,39,59,74,66,85,55,90,56,71,64,45,55,60,54,56,60,49
15742,Y. Bellache,19,175,70,Algeria,59,68,Austria Lustenau,475000,Right,72,53,53,67,20,31,56,29,42,67,73,71,70,39,68,51,51,29,31,56,29,17,43,49,41
15744,André Barbosa,21,177,70,Switzerland,59,67,SC Freiburg II,475000,Right,64,28,49,56,58,60,26,58,23,52,72,58,80,51,84,31,70,62,57,28,60,55,39,40,36
15746,G. Gonzalez,19,177,70,Argentina,59,73,Gimnasia y Esgrima La Plata,500000,Right,65,31,36,56,61,51,31,47,30,50,69,62,54,61,72,32,61,56,47,26,52,59,42,37,41
15748,Wang Jianan,29,178,72,China PR,59,59,Tianjin Jinmen Tiger FC,200000,Right,68,59,56,58,53,63,58,60,48,57,68,68,63,51,71,58,78,65,60,67,64,53,57,62,59
15749,M. Arslan,18,179,72,Germany,59,69,1. FC Heidenheim 1846,475000,Right,62,56,59,61,43,53,58,52,50,61,57,66,74,50,66,57,58,60,53,54,44,35,48,56,48
15750,D. Ingham,23,186,73,New Zealand,59,66,Newcastle Jets,425000,Right,83,42,52,62,48,64,41,45,42,59,80,86,73,56,81,42,76,68,67,42,48,53,57,48,34
15751,D. Sylla,19,175,68,France,59,74,Stade Lavallois Mayenne FC,500000,Right,73,35,52,57,51,53,36,39,34,45,75,71,73,56,75,34,55,70,45,31,52,53,50,41,32
15753,L. Klitten,22,184,74,Denmark,59,68,Silkeborg IF,475000,Left,76,35,50,62,51,59,33,44,23,60,74,77,75,52,65,41,70,62,58,34,56,52,54,49,32
15754,A. Aires,18,177,74,Uruguay,59,78,Liverpool Fútbol Club,575000,Right,69,62,43,61,18,51,67,49,63,55,68,69,67,48,72,53,51,61,54,62,29,18,61,47,62
15755,E. Qenaj,19,198,95,Germany,59,69,1. FC Heidenheim 1846,500000,Right,53,60,44,54,34,65,62,68,57,59,54,52,47,51,60,61,60,61,73,56,51,31,60,50,61
15756,C. Buschman-Dormond,19,188,82,Canada,59,74,FC Zürich,525000,Left,80,49,52,62,31,55,50,48,38,58,81,80,71,49,67,51,44,55,62,48,39,28,49,51,45
15757,C. Negele,17,171,70,Germany,59,78,1. FC Heidenheim 1846,550000,Right,67,58,58,63,39,51,60,53,53,62,67,67,73,53,72,56,74,64,46,59,41,35,54,56,56
15758,M. Obuz,20,182,75,Germany,59,76,Holstein Kiel,600000,Right,68,51,54,65,26,53,51,42,45,67,71,65,70,51,67,55,49,50,59,47,41,22,53,52,49
15759,J. Thompson,17,161,60,Chile,59,74,Colo-Colo,525000,Left,67,53,52,64,22,36,58,31,39,61,70,65,70,54,94,49,42,49,31,44,29,18,60,50,60
15760,P. Ekwah Elimby,20,189,78,France,59,75,West Ham United,550000,Left,64,46,53,54,54,69,39,53,33,57,62,65,41,53,55,58,69,69,71,56,63,55,36,59,47
15761,A. Al Hurabi,25,176,71,Saudi Arabia,59,64,Al Tai,300000,Right,56,43,51,57,58,58,45,52,31,61,53,58,51,56,69,46,63,65,57,37,51,58,46,50,39
15762,J. Buter,20,176,68,Netherlands,59,67,Excelsior,475000,Right,69,36,47,56,57,64,35,43,27,49,68,70,57,48,62,42,63,61,69,31,53,54,51,42,40
15763,M. Williamsen,18,188,81,Norway,59,76,Kristiansund BK,550000,Right,56,35,46,47,58,63,28,55,34,52,55,57,61,56,53,54,65,48,70,32,62,58,32,37,36
15764,A. Oteh,23,176,73,England,59,62,Crawley Town,300000,Right,78,56,46,59,23,67,57,54,46,57,80,76,69,59,67,59,74,64,70,50,59,16,58,51,60
15765,S. Seymor,20,190,80,Netherlands,59,69,Excelsior,450000,Right,65,32,42,39,60,62,25,55,38,43,63,66,44,49,48,49,70,55,71,28,48,56,27,31,46
15766,T. Weber,27,187,76,Germany,59,60,SpVgg Bayreuth,230000,Right,63,31,45,40,60,60,29,58,27,57,64,63,41,51,55,41,61,66,61,28,51,53,21,26,36
15767,M. Fofana,21,177,70,France,59,67,Amiens SC,500000,Right,76,40,59,61,51,67,30,51,35,60,75,77,78,57,74,59,73,77,66,40,57,51,53,52,39
15768,A. Aiki,17,180,75,France,59,76,AS Saint-Étienne,550000,Right,69,53,48,64,25,38,53,35,41,64,72,67,58,56,68,58,49,49,35,48,30,18,58,53,55
15771,Hugo Sotelo,18,180,75,Spain,59,74,RC Celta de Vigo,525000,Right,65,59,53,62,26,46,62,40,42,63,64,66,60,50,58,65,43,44,54,55,29,25,52,53,52
15772,R. Eyongo,19,191,76,Netherlands,59,70,Excelsior,500000,Right,70,54,54,60,35,56,53,68,48,60,66,73,57,48,66,63,68,55,63,44,37,19,57,57,62
15773,J. Stark,21,183,73,Germany,59,68,SC Freiburg II,500000,Right,62,50,58,61,54,57,50,55,45,60,62,62,71,56,69,53,55,62,56,50,52,50,53,55,45
15774,G. Morandi,23,181,77,Switzerland,59,67,Grasshopper Club Zürich,500000,Right,74,45,60,62,49,59,46,43,44,63,73,75,66,50,65,51,67,55,66,35,44,40,55,58,51
15775,N. Eile,19,195,83,Sweden,59,75,Mjällby AIF,550000,Right,58,26,38,43,58,64,22,56,28,50,51,63,40,56,36,39,50,45,73,21,67,56,30,35,32
15776,G. Bordón,22,171,68,Paraguay,59,68,General Caballero (JLM),500000,Left,75,54,50,62,42,47,61,55,39,60,75,75,73,50,81,51,59,55,43,47,45,44,55,49,49
15777,L. Byrne,28,181,80,Republic of Ireland,59,59,Shelbourne FC,190000,Left,55,28,49,49,58,66,19,54,33,51,54,56,50,54,53,45,68,66,66,24,66,55,42,41,43
15778,J. Young,21,171,64,England,59,73,Wycombe Wanderers,550000,Right,62,47,59,65,50,45,40,41,41,64,73,53,83,53,82,56,58,60,32,53,55,48,53,56,55
15780,F. Lange,18,185,75,Germany,59,76,VfL Wolfsburg,550000,Right,62,33,40,42,61,58,30,59,34,46,62,62,44,51,58,45,67,59,57,29,59,62,24,39,43
15781,T. Bornemann,21,184,83,Germany,59,66,Borussia Dortmund II,450000,Right,74,56,43,60,23,64,60,55,56,56,72,75,70,56,68,60,74,59,73,46,44,22,57,46,49
15782,K. Bowie,19,187,84,Scotland,59,76,Northampton Town,575000,Left,68,58,50,59,27,65,61,50,49,61,70,67,65,55,64,59,64,64,67,53,62,31,58,50,60
15783,T. Zoukrou,19,189,78,France,59,77,ESTAC Troyes,550000,Right,50,32,39,36,60,62,29,54,34,35,49,51,35,56,51,42,73,59,66,25,51,59,28,32,48
15784,R. Feely,25,191,76,Republic of Ireland,59,62,Bohemian FC,275000,Right,62,38,52,54,55,69,35,62,43,57,52,70,50,54,45,42,55,75,71,36,58,53,39,50,52
15785,O. Younger,22,183,70,England,59,66,Doncaster Rovers,425000,Right,51,33,37,41,60,62,28,57,34,45,52,50,39,59,54,50,73,41,73,27,58,58,29,35,46
15786,D. Webster,32,187,77,Republic of Ireland,59,59,Finn Harps,150000,Right,33,44,48,49,58,67,40,60,23,53,33,33,36,58,45,57,52,52,74,44,70,55,50,43,33
15787,Gao Di,32,179,73,China PR,59,59,Zhejiang Professional FC,180000,Right,72,56,44,57,44,68,57,58,54,55,70,74,62,63,67,61,65,65,73,54,60,44,58,54,43
15789,Kang Yun Koo,29,170,70,Korea Republic,59,59,Incheon United FC,200000,Left,79,40,49,55,51,62,48,39,30,50,78,80,74,54,83,31,63,73,64,33,44,51,53,50,32
15790,J. Casimir,20,178,74,France,59,71,Le Havre AC,550000,Right,82,58,46,58,23,58,60,56,49,54,80,83,64,50,72,59,72,55,70,53,28,19,57,48,59
15791,P. Weah,18,185,81,Liberia,59,73,Minnesota United FC,525000,Right,77,48,50,64,21,58,53,39,37,65,78,77,72,39,76,49,59,53,72,36,27,17,49,47,48
15792,M. Sanders,23,175,80,England,59,65,Lincoln City,350000,Right,60,51,59,61,57,59,52,43,29,62,62,58,81,52,75,58,55,59,56,54,65,60,47,54,37
15793,M. De Wolf,20,187,76,Belgium,59,71,N.E.C. Nijmegen,550000,Left,65,52,59,60,48,58,52,42,45,62,52,76,46,59,55,53,57,53,69,54,38,43,52,57,50
15794,S. Ngabo,17,174,66,Denmark,59,77,Lyngby BK,550000,Right,77,54,59,63,46,58,54,44,50,62,75,78,65,55,78,59,71,60,54,51,62,50,57,58,44
15795,M. Kanabah,29,170,70,Saudi Arabia,59,59,Al Fateh,220000,Right,59,42,57,61,54,62,40,41,41,63,63,55,61,56,73,43,55,63,65,42,55,56,56,60,46
15796,S. Auklend,19,172,67,Norway,59,77,Viking FK,575000,Right,74,53,55,64,33,55,55,39,44,61,76,73,69,41,83,56,57,67,50,49,51,30,55,62,44
15797,S. Bell,20,178,68,England,59,72,Bristol City,550000,Right,74,56,43,60,23,58,60,58,43,60,75,74,68,58,75,56,69,58,59,47,54,12,59,46,63
15798,S. Banks,20,183,74,Scotland,59,73,Bradford City,550000,Left,71,57,57,61,32,46,55,49,48,61,76,67,60,44,67,60,49,44,51,61,34,26,53,55,61
15799,Li Yang,24,186,85,China PR,59,64,Guangzhou FC,300000,Right,61,26,41,35,58,72,22,61,24,31,61,61,45,49,51,39,73,63,84,18,51,55,29,31,31
15800,D. Gallardo,25,182,77,Argentina,59,62,Club Atlético Sarmiento,300000,Right,68,49,55,60,24,52,49,36,51,61,67,68,63,52,66,57,46,60,55,39,34,24,45,50,54
15801,L. Garnier,39,172,73,Argentina,59,59,Club Atlético Sarmiento,50000,Right,53,40,51,60,60,59,36,48,36,60,52,53,60,65,70,45,65,45,60,40,72,63,40,43,53
15802,M. Ibrahimi,19,182,73,Germany,59,73,Eintracht Braunschweig,525000,Right,67,49,53,66,30,38,53,39,45,66,69,66,70,44,67,52,47,47,36,42,31,22,51,56,40
15804,Kim Gyeong Min,25,185,78,Korea Republic,59,64,Sangju Sangmu FC,325000,Right,83,54,37,62,27,58,59,53,37,60,80,86,75,60,53,56,65,62,66,45,31,15,60,40,43
15805,R. Aguiar,21,185,73,England,59,69,Swindon Town,500000,Right,72,54,59,63,49,46,57,47,43,62,70,73,74,56,78,47,52,62,39,57,44,49,59,58,52
15806,M. Dijakovic,20,185,75,Austria,59,72,SK Rapid Wien,500000,Left,65,29,41,35,58,66,22,62,31,34,65,65,63,54,60,47,67,63,71,21,59,58,33,32,37
15807,B. Gutiérrez,19,178,64,United States,59,78,Chicago Fire Football Club,575000,Right,58,51,59,62,37,43,53,39,43,62,59,58,62,46,73,55,56,41,44,45,39,29,55,56,49
15808,A. O'Reilly,21,168,68,Republic of Ireland,59,66,St. Patrick's Athletic,450000,Right,67,55,58,61,56,64,54,48,43,58,68,66,73,56,76,58,65,72,56,55,72,59,57,57,57
15809,S. Valverde,19,175,75,Bolivia,59,72,Royal Pari,500000,Left,70,42,51,56,56,60,40,55,33,50,70,70,65,56,66,45,70,66,57,41,55,55,50,48,45
15810,Qin Sheng,35,183,76,China PR,59,59,Shanghai Shenhua FC,60000,Right,40,51,58,53,56,71,44,56,39,54,39,40,56,48,68,69,62,53,72,55,91,53,45,53,53
15811,D. Olsson,23,177,73,Sweden,59,68,Helsingborgs IF,500000,Left,66,51,52,62,25,60,56,38,37,61,64,67,75,53,69,52,46,72,67,42,31,20,51,52,46
15812,J. Ball,26,191,80,England,59,61,Rochdale,275000,Right,63,59,58,57,54,75,57,61,52,60,60,66,61,58,55,64,67,72,80,61,68,52,58,59,58
15814,S. Bone,23,183,85,England,59,61,Dundalk FC,275000,Right,49,47,49,52,60,72,36,58,23,52,48,49,49,52,46,64,69,68,77,65,63,59,55,35,30
15815,Friaza,20,192,77,Spain,59,72,Elche CF,550000,Left,53,62,44,53,36,54,62,67,47,56,54,53,55,45,57,67,68,46,62,63,39,29,60,44,60
15816,X. Blomme,20,175,68,Belgium,59,69,Go Ahead Eagles,475000,Right,71,43,55,55,59,50,42,59,40,55,65,75,54,55,70,56,59,53,42,32,62,60,42,52,48
15817,B. Báez,22,187,80,Argentina,59,69,Arsenal de Sarandí,500000,Right,52,62,39,51,29,64,64,67,54,53,51,53,48,51,64,66,66,53,71,58,62,29,60,46,59
15818,P. Knudsen,24,180,76,Faroe Islands,59,64,Lyngby BK,350000,Right,66,58,49,57,27,62,60,55,57,60,65,66,54,57,66,60,66,54,66,52,60,25,57,48,56
15819,Lim Min Hyuk,25,168,64,Korea Republic,59,63,FC Seoul,300000,Right,73,54,61,66,34,57,54,40,48,64,70,75,73,62,84,54,71,64,53,56,56,45,60,64,45
15820,M. Niang,22,189,75,Senegal,59,66,Hartlepool United,425000,Right,65,43,52,55,56,68,38,52,25,55,63,66,61,55,52,58,54,67,72,43,65,57,44,52,44
15821,E. Bouzaiene,24,180,74,Sweden,59,64,Degerfors IF,325000,Right,74,25,45,57,52,56,23,47,25,56,73,75,72,51,71,20,64,66,54,29,47,50,46,31,31
15822,J. Morton,23,185,76,England,59,68,Bristol City,500000,Right,63,48,57,59,55,66,42,50,41,59,66,61,71,55,69,57,70,71,68,54,55,56,52,60,47
15823,T. Köther,21,175,70,Germany,59,67,1. FC Heidenheim 1846,500000,Left,67,50,57,60,50,56,50,44,47,60,68,67,67,53,68,54,55,63,52,50,55,50,51,58,37
15825,E. Kizza,23,175,77,Uganda,59,66,New England Revolution,450000,Right,63,60,45,54,29,67,63,62,53,52,68,58,65,64,74,57,72,72,67,57,58,23,59,53,60
15826,J. Smith,20,185,85,England,59,70,Stevenage,500000,Right,68,52,54,57,51,69,53,48,38,59,67,69,54,57,56,55,69,68,75,54,54,54,55,61,37
15827,Kim Chang Soo,36,179,72,Korea Republic,59,59,Incheon United FC,50000,Right,56,53,59,59,58,59,46,60,55,60,58,54,57,50,63,55,61,48,58,64,76,59,66,59,56
15828,Sun Guowen,28,182,73,China PR,59,59,Dalian Professional Football Club,200000,Right,77,47,55,58,48,63,45,42,41,56,78,76,70,54,71,53,56,77,59,42,56,54,56,46,53
15829,J. Meyer,20,181,73,Germany,59,72,VfB Stuttgart,525000,Right,56,44,52,59,60,56,39,58,37,63,57,55,55,59,61,58,54,40,63,42,57,56,50,43,41
15830,Bai Jiajun,31,166,65,China PR,59,59,Shanghai Shenhua FC,160000,Right,71,49,53,61,52,64,46,52,43,58,71,71,80,50,87,60,55,75,56,48,72,53,55,53,45
15831,Y. Bonny,18,188,86,France,59,79,Parma,625000,Right,70,57,40,59,18,56,61,57,47,59,68,71,61,55,64,57,66,54,64,49,35,14,56,43,59
15832,M. Wright,24,172,76,England,59,63,Harrogate Town,325000,Right,82,54,50,62,39,54,57,44,48,57,84,80,78,47,74,49,54,63,59,56,28,36,56,53,39
15833,N. Young-Coombes,19,175,64,England,59,79,AFC Wimbledon,625000,Right,64,61,53,59,19,54,68,42,40,56,71,59,75,61,72,64,54,60,52,50,50,16,59,57,58
15834,B. Fiabema,19,182,82,Norway,59,75,Forest Green Rovers,575000,Right,77,57,48,63,25,57,60,50,52,63,75,78,73,52,76,57,65,54,64,55,42,22,55,52,54
15835,M. Singh,26,188,78,India,59,60,ATK Mohun Bagan FC,275000,Right,80,58,46,57,31,73,60,61,51,56,74,84,65,59,43,60,82,72,77,51,61,29,63,50,56
15836,K. Green,25,184,78,England,59,62,Grimsby Town,300000,Right,62,45,52,57,56,70,41,41,39,58,64,61,58,61,69,53,59,82,66,47,67,58,55,55,44
15837,I. Salah,20,187,75,Belgium,59,68,KAA Gent,500000,Right,62,58,45,66,21,62,62,55,51,68,59,64,57,48,52,60,60,52,67,52,61,17,55,48,56
15838,Huang Guangliang,23,180,65,China PR,59,65,Guangzhou FC,350000,Right,68,42,55,61,50,61,34,40,39,58,69,67,66,66,73,50,62,78,53,49,57,52,53,59,41
15839,J. Alvarado,20,180,69,Venezuela,59,70,Hermanos Colmenarez,500000,Right,68,53,56,60,51,56,50,48,50,54,68,68,65,57,67,59,55,55,60,54,48,55,59,55,57
15840,S. Janneh,22,181,79,Gambia,59,69,Cambridge United,500000,Right,88,56,44,58,19,58,59,51,47,56,90,87,62,54,66,55,63,54,71,50,30,12,55,53,58
15842,M. Martin,21,180,72,Germany,59,68,SV Ried,500000,Right,67,51,57,64,47,57,53,52,38,64,64,69,73,58,67,54,60,55,56,47,59,47,56,60,42
15843,I. Annan,20,178,71,Ghana,59,68,Kristiansund BK,475000,Left,77,46,52,59,53,57,42,45,44,56,78,77,78,48,74,54,56,63,56,45,54,52,48,46,45
15846,T. Craig,37,185,79,England,59,59,Crawley Town,40000,Left,34,34,51,45,58,70,28,58,17,52,34,34,43,56,53,53,62,65,75,31,68,59,31,50,53
15847,J. Mountney,29,183,77,Republic of Ireland,59,59,Dundalk FC,200000,Right,55,56,62,59,54,70,52,55,47,61,56,55,59,56,67,64,55,69,76,58,58,55,60,59,56
15848,B. Kikanović,22,185,79,United States,59,68,San Jose Earthquakes,500000,Right,78,57,42,56,24,60,60,57,49,56,74,81,61,51,64,63,72,59,69,49,38,19,57,42,53
15849,E. Celeghin,23,186,78,Italy,59,66,Como,450000,Left,62,42,58,52,55,60,41,54,32,58,61,62,54,57,56,45,59,61,61,42,55,56,53,56,43
15850,S. Barboza,21,173,69,Peru,59,68,Ayacucho,500000,Right,70,55,57,61,42,51,51,42,55,58,70,70,70,55,67,63,55,54,56,52,35,45,58,60,61
15851,S. Wawrzynowicz,23,177,68,Poland,59,65,Pogoń Szczecin,325000,Right,59,46,50,55,57,56,52,47,32,58,63,55,59,56,73,49,59,70,45,31,63,61,40,46,58
15852,S. Rabbi,20,180,73,Italy,59,74,SPAL,550000,Right,63,58,52,61,40,55,61,58,47,63,64,62,52,57,66,55,63,51,58,58,50,33,55,48,63
15853,J. Skotadis,22,178,73,Australia,59,62,Macarthur FC,300000,Right,73,50,56,59,52,62,54,29,36,52,74,72,66,60,81,56,34,68,61,37,64,62,56,58,56
15854,M. Broschinski,21,190,77,Germany,59,68,Borussia Dortmund II,500000,Right,76,57,46,58,23,60,60,57,53,56,70,80,64,57,66,62,74,54,68,50,44,20,55,42,50
15855,C. Whelan,22,182,75,Republic of Ireland,59,68,UCD AFC,500000,Right,67,61,49,57,34,63,65,57,51,51,66,67,69,55,69,57,70,69,68,59,40,33,57,50,63
15856,G. Loayza,20,172,67,Peru,59,67,Ayacucho,500000,Right,67,54,57,62,54,58,55,55,55,57,65,68,55,63,65,54,57,65,56,50,53,60,57,65,65
15857,Zheng Kaimu,30,186,80,China PR,59,59,Shijiazhuang Ever Bright F.C.,220000,Right,67,51,52,54,60,77,54,64,34,58,67,67,60,62,52,49,78,80,80,51,67,61,51,59,39
15858,F. Wustinger,18,176,71,Austria,59,73,FK Austria Wien,500000,Right,66,37,52,61,55,59,31,44,29,60,69,64,80,55,83,52,63,60,56,37,63,54,27,51,40
15859,A. Murbeck,24,192,92,Sweden,59,68,IK Sirius,475000,Right,54,29,41,43,57,69,22,62,33,51,53,55,37,52,52,45,66,57,80,30,56,55,26,31,31
15860,Kim Bong Soo,22,183,78,Korea Republic,59,68,Jeju United FC,475000,Right,58,40,51,53,58,67,38,49,33,56,54,62,57,56,59,49,62,59,73,35,63,61,41,48,44
15861,B. Sagal,23,180,78,Chile,59,65,Deportivo Ñublense,350000,Right,64,60,37,54,17,58,62,59,46,52,62,66,58,54,61,63,72,50,72,54,27,13,61,42,60
15862,J. Singh,21,189,81,India,59,71,Kerala Blasters FC,525000,Right,62,38,50,56,58,72,31,59,31,59,61,63,65,48,48,51,72,73,75,39,63,55,45,44,41
15863,B. Diarra,18,174,63,France,59,75,Huddersfield Town,575000,Right,81,52,53,65,31,55,52,40,43,62,84,78,82,52,82,59,55,59,57,49,47,23,54,57,44
15864,M. Olesen,21,188,78,Luxembourg,59,69,1. FC Köln,500000,Right,59,46,56,58,52,65,40,53,42,62,64,55,55,57,53,60,55,62,66,42,67,48,57,53,45
15865,G. Flores,20,178,74,Argentina,59,74,Club Atlético Tigre,550000,Right,69,59,47,61,21,60,60,56,58,61,71,68,71,51,68,67,60,65,66,52,39,17,54,45,50
15866,Y. Chaib,25,181,70,Norway,59,60,Sandefjord Fotball,275000,Left,75,55,51,62,26,55,56,42,56,63,74,75,67,48,66,60,41,59,59,50,44,23,54,56,51
15867,C. Duke,21,168,61,United States,59,70,Sporting Kansas City,500000,Right,79,50,55,63,51,53,50,49,43,63,80,79,63,59,76,58,61,69,40,43,64,50,60,52,40
15868,T. O'Reilly,18,170,63,Republic of Ireland,59,79,Aston Villa,625000,Left,61,56,60,65,51,47,55,56,51,63,69,54,77,54,73,62,59,51,44,52,45,47,55,62,61
15870,T. Bierschenk,19,181,79,Germany,59,70,Hallescher FC,500000,Right,63,60,44,56,36,68,60,58,54,61,65,61,63,51,64,64,71,70,66,58,68,34,60,45,55
15871,J. Corinus,25,184,79,France,59,64,FC Farul Constanța,300000,Right,46,35,51,54,58,61,28,59,32,54,50,43,66,56,54,45,67,41,69,37,62,55,32,45,47
15872,E. Arias,20,174,70,Venezuela,59,71,Deportivo La Guaira FC,525000,Right,72,34,49,47,57,56,35,45,29,54,73,71,59,40,62,41,80,60,56,29,44,54,24,26,34
15873,G. Lloyd,22,173,63,England,59,65,Cheltenham Town,375000,Right,79,55,51,62,32,66,57,50,53,58,80,79,82,54,88,51,66,61,69,52,65,28,62,52,56
15878,Kim Ji Soo,17,192,84,Korea Republic,59,79,Seongnam FC,575000,Right,51,24,42,32,59,67,22,67,22,33,44,56,38,46,39,35,70,53,77,19,60,58,26,38,26
15879,I. Flores,19,182,82,Paraguay,59,71,Club Libertad,500000,Right,64,37,44,47,57,63,41,61,28,55,65,63,48,59,59,41,70,54,70,26,55,58,40,33,36
15881,Shi Yan,20,174,64,China PR,59,74,Tianjin Jinmen Tiger FC,550000,Right,68,48,53,61,37,48,48,43,42,56,64,71,69,61,72,52,52,63,42,46,45,26,56,52,43
15883,A. Parsons,22,180,75,Australia,59,69,Sydney FC,500000,Left,84,57,48,63,24,52,57,39,45,58,82,86,81,44,70,65,45,54,60,54,32,15,56,51,49
15884,J. Abankwah,18,185,79,Republic of Ireland,59,77,Udinese Calcio,550000,Right,72,29,44,53,56,71,27,53,25,48,73,72,64,50,61,39,71,65,76,26,66,55,27,25,31
15885,N. Al Abdali,28,168,64,Saudi Arabia,59,59,Al Adalah,230000,Left,66,52,55,60,41,59,52,42,39,57,68,65,64,55,77,54,58,60,60,53,55,42,53,53,45
15886,L. Robinson,20,176,72,Scotland,59,64,Tranmere Rovers,300000,Left,77,28,45,48,54,61,28,43,24,48,76,78,57,50,70,27,65,70,62,25,48,55,45,37,33
15888,B. Vugts,20,184,72,Netherlands,59,69,Excelsior,500000,Right,74,52,54,60,29,52,50,44,53,63,76,73,63,43,61,58,49,53,63,45,26,18,54,52,61
15889,A. Al Harbi,33,177,72,Saudi Arabia,59,59,Al Khaleej,110000,Left,54,37,50,45,60,65,30,60,34,46,53,54,57,52,53,41,67,66,67,49,60,60,34,50,47
15890,N. Femia,25,185,73,Argentina,59,62,Club Atlético Sarmiento,300000,Right,66,54,57,61,51,60,54,51,52,61,65,67,61,53,68,55,47,72,65,53,34,56,61,54,51
15891,M. Coyle,25,178,68,Republic of Ireland,59,62,Shelbourne FC,275000,Right,63,46,53,58,53,65,51,34,33,58,65,62,68,60,69,44,66,75,56,42,74,54,54,56,33
15892,Y. Voigt,19,176,70,Germany,59,74,FSV Zwickau,525000,Left,67,53,52,65,42,53,52,36,42,61,70,65,76,53,73,53,44,71,47,60,46,48,51,47,51
15893,N. Hopland,17,186,80,Norway,59,76,Aalesunds FK,525000,Right,63,34,43,51,57,62,28,54,35,57,64,63,67,50,62,52,68,44,72,28,56,57,34,32,36
15894,M. Polster,19,183,73,Austria,59,73,FK Austria Wien,525000,Left,80,61,47,61,26,52,62,48,62,61,81,80,65,39,62,65,45,49,61,57,33,24,55,56,56
15895,C. Lyons,29,173,74,Republic of Ireland,59,59,Drogheda United,220000,Left,69,57,45,58,39,66,59,54,52,58,68,70,69,58,67,57,69,62,75,52,48,41,61,47,59
15896,Algobia,23,180,78,Spain,59,68,Getafe CF,500000,Right,33,55,58,59,54,40,55,56,43,63,33,33,39,60,61,59,62,30,36,57,55,55,60,59,47
15897,J. Taylor,35,185,71,England,59,59,Barrow,90000,Right,39,51,57,57,59,73,46,54,46,58,43,35,54,57,68,58,73,74,71,52,76,59,56,58,54
15898,J. Sypek,21,180,74,Poland,59,69,Widzew Łódź,500000,Right,74,50,53,61,44,55,50,49,39,56,76,73,75,51,61,59,59,55,56,46,52,39,51,54,44
15899,A. Zinga,21,185,70,France,59,66,Valenciennes FC,450000,Right,56,59,43,58,18,58,60,54,48,59,66,48,59,62,70,59,72,57,65,55,38,15,64,53,68
15901,M. Robberechts,18,180,67,Belgium,59,77,KV Mechelen,575000,Left,67,54,58,61,48,57,54,53,38,64,67,67,66,50,65,60,58,54,57,55,58,46,52,55,40
15902,S. Bradley,20,187,74,Scotland,59,73,Dundalk FC,550000,Right,70,56,52,60,26,51,55,55,49,60,70,70,69,49,62,63,43,60,53,55,35,24,56,50,53
15903,S. Haji,22,173,71,United States,59,67,San Jose Earthquakes,500000,Right,67,48,55,67,27,48,50,39,43,63,66,68,78,55,76,45,50,41,53,48,42,28,50,59,41
15904,Wang Peng,29,185,70,China PR,59,59,Shijiazhuang Ever Bright F.C.,190000,Right,65,52,52,56,57,72,50,60,41,57,67,63,63,53,71,55,60,80,73,56,64,56,50,52,45
15906,A. Jasson,20,175,70,United States,59,77,New York City FC,600000,Right,71,47,51,63,41,48,48,59,43,64,69,73,62,50,74,59,36,57,53,34,28,35,52,51,47
15907,B. Yıldırım,19,186,78,Turkey,59,70,Atakaş Hatayspor,500000,Right,57,59,47,58,32,62,64,67,47,59,55,58,54,49,55,55,53,52,69,54,59,20,56,54,62
